A302100 - Total Workers (1) (Workers 16 years and over),,,
Current date: 5/28/2017 10:35:29 AM (Eastern Daylight Time),,,
RESIDENCE,WORKPLACE,Output,Workers 16 and Over
New Mexico,Iowa,Margin of Error,26
New Mexico,Kansas,Estimate,75
New Mexico,Kansas,Margin of Error,67
New Mexico,Kentucky,Estimate,20
New Mexico,Kentucky,Margin of Error,26
New Mexico,Louisiana,Estimate,100
New Mexico,Louisiana,Margin of Error,55
New Mexico,Maryland,Estimate,90
New Mexico,Maryland,Margin of Error,54
New Mexico,Massachusetts,Estimate,160
New Mexico,Massachusetts,Margin of Error,136
New Mexico,Michigan,Estimate,15
New Mexico,Michigan,Margin of Error,18
New Mexico,Minnesota,Estimate,80
New Mexico,Minnesota,Margin of Error,65
New Mexico,Mississippi,Estimate,20
New Mexico,Mississippi,Margin of Error,28
New Mexico,Missouri,Estimate,65
New Mexico,Missouri,Margin of Error,61
New Mexico,Montana,Estimate,60
New Mexico,Montana,Margin of Error,63
New Mexico,Nebraska,Estimate,215
New Mexico,Nebraska,Margin of Error,117
New Mexico,Nevada,Estimate,200
New Mexico,Nevada,Margin of Error,95
New Mexico,New Jersey,Estimate,155
New Mexico,New Jersey,Margin of Error,104
New Mexico,New Mexico,Estimate,"847,475"
New Mexico,New Mexico,Margin of Error,"4,413"
New Mexico,New York,Estimate,115
New Mexico,New York,Margin of Error,66
New Mexico,North Carolina,Estimate,90
New Mexico,North Carolina,Margin of Error,64
New Mexico,North Dakota,Estimate,50
New Mexico,North Dakota,Margin of Error,56
New Mexico,Ohio,Estimate,40
New Mexico,Ohio,Margin of Error,62
New Mexico,Oklahoma,Estimate,165
New Mexico,Oklahoma,Margin of Error,75
New Mexico,Oregon,Estimate,35
New Mexico,Oregon,Margin of Error,32
New Mexico,Pennsylvania,Estimate,15
New Mexico,Pennsylvania,Margin of Error,23
New Mexico,Tennessee,Estimate,45
New Mexico,Tennessee,Margin of Error,37
New Mexico,Texas,Estimate,"16,675"
New Mexico,Texas,Margin of Error,929
New Mexico,Utah,Estimate,540
New Mexico,Utah,Margin of Error,220
New Mexico,Virginia,Estimate,130
New Mexico,Virginia,Margin of Error,75
New Mexico,Washington,Estimate,105
New Mexico,Washington,Margin of Error,61
New Mexico,West Virginia,Estimate,4
New Mexico,West Virginia,Margin of Error,4
New Mexico,Wisconsin,Estimate,45
New Mexico,Wisconsin,Margin of Error,49
New Mexico,Wyoming,Estimate,40
New Mexico,Wyoming,Margin of Error,35
New York,Alabama,Estimate,235
New York,Alabama,Margin of Error,83
New York,Alaska,Estimate,105
New York,Alaska,Margin of Error,87
New York,Arizona,Estimate,325
New York,Arizona,Margin of Error,113
New York,Arkansas,Estimate,110
New York,Arkansas,Margin of Error,62
New York,California,Estimate,"2,425"
New York,California,Margin of Error,361
New York,Colorado,Estimate,355
New York,Colorado,Margin of Error,107
New York,Connecticut,Estimate,"43,030"
New York,Connecticut,Margin of Error,"1,415"
New York,Delaware,Estimate,400
New York,Delaware,Margin of Error,151
New York,District of Columbia,Estimate,"1,365"
New York,District of Columbia,Margin of Error,220
New York,Florida,Estimate,"2,480"
New York,Florida,Margin of Error,358
New York,Georgia,Estimate,"1,025"
New York,Georgia,Margin of Error,278
New York,Hawaii,Estimate,110
New York,Hawaii,Margin of Error,55
New York,Idaho,Estimate,20
New York,Idaho,Margin of Error,24
New York,Illinois,Estimate,"1,210"
New York,Illinois,Margin of Error,245
New York,Indiana,Estimate,385
New York,Indiana,Margin of Error,140
New York,Iowa,Estimate,215
New York,Iowa,Margin of Error,90
New York,Kansas,Estimate,175
New York,Kansas,Margin of Error,82
New York,Kentucky,Estimate,240
New York,Kentucky,Margin of Error,107
New York,Louisiana,Estimate,570
New York,Louisiana,Margin of Error,218
New York,Maine,Estimate,365
New York,Maine,Margin of Error,112
New York,Maryland,Estimate,"1,875"
New York,Maryland,Margin of Error,323
New York,Massachusetts,Estimate,"6,205"
New York,Massachusetts,Margin of Error,523
New York,Michigan,Estimate,865
New York,Michigan,Margin of Error,163
New York,Minnesota,Estimate,275
New York,Minnesota,Margin of Error,99
New York,Mississippi,Estimate,135
New York,Mississippi,Margin of Error,65
New York,Missouri,Estimate,415
New York,Missouri,Margin of Error,120
New York,Montana,Estimate,25
New York,Montana,Margin of Error,25
New York,Nebraska,Estimate,105
New York,Nebraska,Margin of Error,48
New York,Nevada,Estimate,300
New York,Nevada,Margin of Error,123
New York,New Hampshire,Estimate,595
New York,New Hampshire,Margin of Error,151
New York,New Jersey,Estimate,"133,815"
New York,New Jersey,Margin of Error,"2,751"
New York,New Mexico,Estimate,65
New York,New Mexico,Margin of Error,62
New York,New York,Estimate,"8,580,055"
New York,New York,Margin of Error,"11,614"
New York,North Carolina,Estimate,"1,120"
New York,North Carolina,Margin of Error,331
New York,North Dakota,Estimate,50
New York,North Dakota,Margin of Error,49
New York,Ohio,Estimate,"1,255"
New York,Ohio,Margin of Error,278
New York,Oklahoma,Estimate,130
New York,Oklahoma,Margin of Error,79
New York,Oregon,Estimate,60
New York,Oregon,Margin of Error,49
New York,Pennsylvania,Estimate,"16,360"
New York,Pennsylvania,Margin of Error,867
New York,Rhode Island,Estimate,520
New York,Rhode Island,Margin of Error,152
New York,South Carolina,Estimate,470
New York,South Carolina,Margin of Error,136
New York,South Dakota,Estimate,50
New York,South Dakota,Margin of Error,37
New York,Tennessee,Estimate,335
New York,Tennessee,Margin of Error,116
New York,Texas,Estimate,"1,290"
New York,Texas,Margin of Error,216
New York,Utah,Estimate,50
New York,Utah,Margin of Error,42
New York,Vermont,Estimate,"5,430"
New York,Vermont,Margin of Error,459
New York,Virginia,Estimate,"1,900"
New York,Virginia,Margin of Error,357
New York,Washington,Estimate,380
New York,Washington,Margin of Error,125
New York,West Virginia,Estimate,150
New York,West Virginia,Margin of Error,89
New York,Wisconsin,Estimate,555
New York,Wisconsin,Margin of Error,178
New York,Wyoming,Estimate,45
New York,Wyoming,Margin of Error,46
New York,Puerto Rico,Estimate,135
New York,Puerto Rico,Margin of Error,76
North Carolina,Alabama,Estimate,730
North Carolina,Alabama,Margin of Error,206
North Carolina,Alaska,Estimate,65
North Carolina,Alaska,Margin of Error,49
North Carolina,Arizona,Estimate,535
North Carolina,Arizona,Margin of Error,182
North Carolina,Arkansas,Estimate,310
North Carolina,Arkansas,Margin of Error,127
North Carolina,California,Estimate,"1,585"
North Carolina,California,Margin of Error,282
North Carolina,Colorado,Estimate,310
North Carolina,Colorado,Margin of Error,126
North Carolina,Connecticut,Estimate,440
North Carolina,Connecticut,Margin of Error,153
North Carolina,Delaware,Estimate,340
North Carolina,Delaware,Margin of Error,122
North Carolina,District of Columbia,Estimate,965
North Carolina,District of Columbia,Margin of Error,248
North Carolina,Florida,Estimate,"3,180"
North Carolina,Florida,Margin of Error,454
North Carolina,Georgia,Estimate,"6,150"
North Carolina,Georgia,Margin of Error,655
North Carolina,Hawaii,Estimate,65
North Carolina,Hawaii,Margin of Error,59
North Carolina,Idaho,Estimate,35
North Carolina,Idaho,Margin of Error,32
North Carolina,Illinois,Estimate,970
North Carolina,Illinois,Margin of Error,242
North Carolina,Indiana,Estimate,320
North Carolina,Indiana,Margin of Error,118
North Carolina,Iowa,Estimate,265
North Carolina,Iowa,Margin of Error,95
North Carolina,Kansas,Estimate,165
North Carolina,Kansas,Margin of Error,93
North Carolina,Kentucky,Estimate,475
North Carolina,Kentucky,Margin of Error,147
North Carolina,Louisiana,Estimate,825
North Carolina,Louisiana,Margin of Error,237
North Carolina,Maine,Estimate,105
North Carolina,Maine,Margin of Error,73
North Carolina,Maryland,Estimate,"1,940"
North Carolina,Maryland,Margin of Error,352
North Carolina,Massachusetts,Estimate,655
North Carolina,Massachusetts,Margin of Error,172
North Carolina,Michigan,Estimate,445
North Carolina,Michigan,Margin of Error,149
North Carolina,Minnesota,Estimate,305
North Carolina,Minnesota,Margin of Error,105
North Carolina,Mississippi,Estimate,250
North Carolina,Mississippi,Margin of Error,157
North Carolina,Missouri,Estimate,575
North Carolina,Missouri,Margin of Error,174
North Carolina,Montana,Estimate,10
North Carolina,Montana,Margin of Error,19
North Carolina,Nebraska,Estimate,165
North Carolina,Nebraska,Margin of Error,70
North Carolina,Nevada,Estimate,240
North Carolina,Nevada,Margin of Error,114
North Carolina,New Hampshire,Estimate,120
North Carolina,New Hampshire,Margin of Error,77
North Carolina,New Jersey,Estimate,"1,470"
North Carolina,New Jersey,Margin of Error,261
North Carolina,New Mexico,Estimate,95
North Carolina,New Mexico,Margin of Error,53
North Carolina,New York,Estimate,"2,370"
North Carolina,New York,Margin of Error,359
North Carolina,North Carolina,Estimate,"4,100,760"
North Carolina,North Carolina,Margin of Error,"9,169"
North Carolina,North Dakota,Estimate,15
North Carolina,North Dakota,Margin of Error,21
North Carolina,Ohio,Estimate,"1,270"
North Carolina,Ohio,Margin of Error,270
North Carolina,Oklahoma,Estimate,305
North Carolina,Oklahoma,Margin of Error,133
North Carolina,Oregon,Estimate,30
North Carolina,Oregon,Margin of Error,29
North Carolina,Pennsylvania,Estimate,"1,350"
North Carolina,Pennsylvania,Margin of Error,259
North Carolina,Rhode Island,Estimate,30
North Carolina,Rhode Island,Margin of Error,30
North Carolina,South Carolina,Estimate,"37,840"
North Carolina,South Carolina,Margin of Error,"1,319"
North Carolina,South Dakota,Estimate,10
North Carolina,South Dakota,Margin of Error,20
North Carolina,Tennessee,Estimate,"2,625"
North Carolina,Tennessee,Margin of Error,346
North Carolina,Texas,Estimate,"1,620"
North Carolina,Texas,Margin of Error,361
North Carolina,Utah,Estimate,110
North Carolina,Utah,Margin of Error,69
North Carolina,Vermont,Estimate,80
North Carolina,Vermont,Margin of Error,77
North Carolina,Virginia,Estimate,"28,725"
North Carolina,Virginia,Margin of Error,"1,344"
North Carolina,Washington,Estimate,170
North Carolina,Washington,Margin of Error,87
North Carolina,West Virginia,Estimate,390
North Carolina,West Virginia,Margin of Error,224
North Carolina,Wisconsin,Estimate,340
North Carolina,Wisconsin,Margin of Error,128
North Carolina,Puerto Rico,Estimate,70
North Carolina,Puerto Rico,Margin of Error,46
North Dakota,Alaska,Estimate,45
North Dakota,Alaska,Margin of Error,30
North Dakota,Arizona,Estimate,25
North Dakota,Arizona,Margin of Error,28
North Dakota,Arkansas,Estimate,30
North Dakota,Arkansas,Margin of Error,31
North Dakota,California,Estimate,130
North Dakota,California,Margin of Error,80
North Dakota,Colorado,Estimate,40
North Dakota,Colorado,Margin of Error,42
North Dakota,Connecticut,Estimate,20
North Dakota,Connecticut,Margin of Error,23
North Dakota,District of Columbia,Estimate,10
North Dakota,District of Columbia,Margin of Error,13
North Dakota,Florida,Estimate,15
North Dakota,Florida,Margin of Error,14
North Dakota,Georgia,Estimate,15
North Dakota,Georgia,Margin of Error,17
North Dakota,Idaho,Estimate,4
North Dakota,Idaho,Margin of Error,5
North Dakota,Illinois,Estimate,50
North Dakota,Illinois,Margin of Error,36
North Dakota,Indiana,Estimate,40
North Dakota,Indiana,Margin of Error,36
North Dakota,Iowa,Estimate,70
North Dakota,Iowa,Margin of Error,50
North Dakota,Kansas,Estimate,85
North Dakota,Kansas,Margin of Error,73
North Dakota,Maine,Estimate,4
North Dakota,Maine,Margin of Error,93
North Dakota,Maryland,Estimate,20
North Dakota,Maryland,Margin of Error,24
North Dakota,Michigan,Estimate,30
North Dakota,Michigan,Margin of Error,33
North Dakota,Minnesota,Estimate,"10,425"
North Dakota,Minnesota,Margin of Error,725
North Dakota,Missouri,Estimate,25
North Dakota,Missouri,Margin of Error,24
North Dakota,Montana,Estimate,710
North Dakota,Montana,Margin of Error,103
North Dakota,Nebraska,Estimate,40
North Dakota,Nebraska,Margin of Error,30
North Dakota,Nevada,Estimate,10
North Dakota,Nevada,Margin of Error,14
North Dakota,New Mexico,Estimate,4
North Dakota,New Mexico,Margin of Error,5
North Dakota,New York,Estimate,10
North Dakota,New York,Margin of Error,13
North Dakota,North Carolina,Estimate,4
North Dakota,North Carolina,Margin of Error,12
North Dakota,North Dakota,Estimate,"336,570"
North Dakota,North Dakota,Margin of Error,"2,071"
North Dakota,Ohio,Estimate,4
North Dakota,Ohio,Margin of Error,1
North Dakota,Oklahoma,Estimate,35
North Dakota,Oklahoma,Margin of Error,31
North Dakota,Pennsylvania,Estimate,40
North Dakota,Pennsylvania,Margin of Error,54
North Dakota,South Carolina,Estimate,20
North Dakota,South Carolina,Margin of Error,25
North Dakota,South Dakota,Estimate,760
North Dakota,South Dakota,Margin of Error,164
North Dakota,Tennessee,Estimate,30
North Dakota,Tennessee,Margin of Error,53
North Dakota,Texas,Estimate,110
North Dakota,Texas,Margin of Error,58
North Dakota,Utah,Estimate,4
North Dakota,Utah,Margin of Error,93
North Dakota,Virginia,Estimate,60
North Dakota,Virginia,Margin of Error,58
North Dakota,Washington,Estimate,20
North Dakota,Washington,Margin of Error,22
North Dakota,West Virginia,Estimate,4
North Dakota,West Virginia,Margin of Error,14
North Dakota,Wisconsin,Estimate,50
North Dakota,Wisconsin,Margin of Error,32
North Dakota,Wyoming,Estimate,75
North Dakota,Wyoming,Margin of Error,49
Ohio,Alabama,Estimate,235
Ohio,Alabama,Margin of Error,90
Ohio,Alaska,Estimate,50
Ohio,Alaska,Margin of Error,43
Ohio,Arizona,Estimate,420
Ohio,Arizona,Margin of Error,136
Ohio,Arkansas,Estimate,340
Ohio,Arkansas,Margin of Error,119
Ohio,California,Estimate,"1,100"
Ohio,California,Margin of Error,201
Ohio,Colorado,Estimate,305
Ohio,Colorado,Margin of Error,114
Ohio,Connecticut,Estimate,200
Ohio,Connecticut,Margin of Error,88
Ohio,Delaware,Estimate,50
Ohio,Delaware,Margin of Error,40
Ohio,District of Columbia,Estimate,405
Ohio,District of Columbia,Margin of Error,152
Ohio,Florida,Estimate,"1,630"
Ohio,Florida,Margin of Error,260
Ohio,Georgia,Estimate,"1,155"
Ohio,Georgia,Margin of Error,218
Ohio,Hawaii,Estimate,35
Ohio,Hawaii,Margin of Error,50
Ohio,Illinois,Estimate,"2,280"
Ohio,Illinois,Margin of Error,312
Ohio,Indiana,Estimate,"15,100"
Ohio,Indiana,Margin of Error,762
Ohio,Iowa,Estimate,430
Ohio,Iowa,Margin of Error,128
Ohio,Kansas,Estimate,210
Ohio,Kansas,Margin of Error,93
Ohio,Kentucky,Estimate,"35,900"
Ohio,Kentucky,Margin of Error,"1,387"
Ohio,Louisiana,Estimate,305
Ohio,Louisiana,Margin of Error,98
Ohio,Maine,Estimate,65
Ohio,Maine,Margin of Error,40
Ohio,Maryland,Estimate,740
Ohio,Maryland,Margin of Error,179
Ohio,Massachusetts,Estimate,475
Ohio,Massachusetts,Margin of Error,147
Ohio,Michigan,Estimate,"12,825"
Ohio,Michigan,Margin of Error,649
Ohio,Minnesota,Estimate,420
Ohio,Minnesota,Margin of Error,130
Ohio,Mississippi,Estimate,210
Ohio,Mississippi,Margin of Error,83
Ohio,Missouri,Estimate,795
Ohio,Missouri,Margin of Error,183
Ohio,Montana,Estimate,40
Ohio,Montana,Margin of Error,51
Ohio,Nebraska,Estimate,240
Ohio,Nebraska,Margin of Error,104
Ohio,Nevada,Estimate,165
Ohio,Nevada,Margin of Error,79
Ohio,New Hampshire,Estimate,65
Ohio,New Hampshire,Margin of Error,45
Ohio,New Jersey,Estimate,880
Ohio,New Jersey,Margin of Error,177
Ohio,New Mexico,Estimate,85
Ohio,New Mexico,Margin of Error,72
Ohio,New York,Estimate,"1,910"
Ohio,New York,Margin of Error,301
Ohio,North Carolina,Estimate,"1,030"
Ohio,North Carolina,Margin of Error,218
Ohio,Ohio,Estimate,"5,103,175"
Ohio,Ohio,Margin of Error,"11,067"
Ohio,Oklahoma,Estimate,280
Ohio,Oklahoma,Margin of Error,125
Ohio,Oregon,Estimate,85
Ohio,Oregon,Margin of Error,76
Ohio,Pennsylvania,Estimate,"18,730"
Ohio,Pennsylvania,Margin of Error,973
Ohio,Rhode Island,Estimate,160
Ohio,Rhode Island,Margin of Error,84
Ohio,South Carolina,Estimate,470
Ohio,South Carolina,Margin of Error,116
Ohio,South Dakota,Estimate,15
Ohio,South Dakota,Margin of Error,16
Ohio,Tennessee,Estimate,925
Ohio,Tennessee,Margin of Error,175
Ohio,Texas,Estimate,"1,670"
Ohio,Texas,Margin of Error,212
Ohio,Utah,Estimate,190
Ohio,Utah,Margin of Error,111
Ohio,Vermont,Estimate,40
Ohio,Vermont,Margin of Error,38
Ohio,Virginia,Estimate,"1,185"
Ohio,Virginia,Margin of Error,242
Ohio,Washington,Estimate,175
Ohio,Washington,Margin of Error,75
Ohio,West Virginia,Estimate,"36,445"
Ohio,West Virginia,Margin of Error,"1,301"
Ohio,Wisconsin,Estimate,785
Ohio,Wisconsin,Margin of Error,183
Ohio,Wyoming,Estimate,50
Ohio,Wyoming,Margin of Error,56
Ohio,Puerto Rico,Estimate,10
Ohio,Puerto Rico,Margin of Error,13
Oklahoma,Alabama,Estimate,150
Oklahoma,Alabama,Margin of Error,76
Oklahoma,Alaska,Estimate,170
Oklahoma,Alaska,Margin of Error,74
Oklahoma,Arizona,Estimate,225
Oklahoma,Arizona,Margin of Error,86
Oklahoma,Arkansas,Estimate,"16,555"
Oklahoma,Arkansas,Margin of Error,712
Oklahoma,California,Estimate,675
Oklahoma,California,Margin of Error,143
Oklahoma,Colorado,Estimate,430
Oklahoma,Colorado,Margin of Error,156
Oklahoma,Delaware,Estimate,10
Oklahoma,Delaware,Margin of Error,13
Oklahoma,District of Columbia,Estimate,80
Oklahoma,District of Columbia,Margin of Error,61
Oklahoma,Florida,Estimate,275
Oklahoma,Florida,Margin of Error,104
Oklahoma,Georgia,Estimate,290
Oklahoma,Georgia,Margin of Error,111
Oklahoma,Hawaii,Estimate,4
Oklahoma,Hawaii,Margin of Error,3
Oklahoma,Idaho,Estimate,60
Oklahoma,Idaho,Margin of Error,57
Oklahoma,Illinois,Estimate,490
Oklahoma,Illinois,Margin of Error,177
Oklahoma,Indiana,Estimate,280
Oklahoma,Indiana,Margin of Error,124
Oklahoma,Iowa,Estimate,185
Oklahoma,Iowa,Margin of Error,88
Oklahoma,Kansas,Estimate,"5,735"
Oklahoma,Kansas,Margin of Error,459
Oklahoma,Kentucky,Estimate,200
Oklahoma,Kentucky,Margin of Error,96
Oklahoma,Louisiana,Estimate,660
Oklahoma,Louisiana,Margin of Error,150
Oklahoma,Maine,Estimate,4
Oklahoma,Maine,Margin of Error,11
Oklahoma,Maryland,Estimate,60
Oklahoma,Maryland,Margin of Error,37
Oklahoma,Massachusetts,Estimate,35
Oklahoma,Massachusetts,Margin of Error,39
Oklahoma,Michigan,Estimate,90
Oklahoma,Michigan,Margin of Error,48
Oklahoma,Minnesota,Estimate,145
Oklahoma,Minnesota,Margin of Error,92
Oklahoma,Mississippi,Estimate,175
Oklahoma,Mississippi,Margin of Error,89
Oklahoma,Missouri,Estimate,"3,520"
Oklahoma,Missouri,Margin of Error,279
Oklahoma,Montana,Estimate,30
Oklahoma,Montana,Margin of Error,30
Oklahoma,Nebraska,Estimate,165
Oklahoma,Nebraska,Margin of Error,86
Oklahoma,Nevada,Estimate,90
Oklahoma,Nevada,Margin of Error,50
Oklahoma,New Hampshire,Estimate,4
Oklahoma,New Hampshire,Margin of Error,12
Oklahoma,New Jersey,Estimate,260
Oklahoma,New Jersey,Margin of Error,96
Oklahoma,New Mexico,Estimate,205
Oklahoma,New Mexico,Margin of Error,83
Oklahoma,New York,Estimate,300
Oklahoma,New York,Margin of Error,119
Oklahoma,North Carolina,Estimate,95
Oklahoma,North Carolina,Margin of Error,53
Oklahoma,North Dakota,Estimate,105
Oklahoma,North Dakota,Margin of Error,64
Oklahoma,Ohio,Estimate,160
Oklahoma,Ohio,Margin of Error,70
Oklahoma,Oklahoma,Estimate,"1,608,395"
Oklahoma,Oklahoma,Margin of Error,"5,203"
Oklahoma,Oregon,Estimate,45
Oklahoma,Oregon,Margin of Error,39
Oklahoma,Pennsylvania,Estimate,195
Oklahoma,Pennsylvania,Margin of Error,78
Oklahoma,Rhode Island,Estimate,55
Oklahoma,Rhode Island,Margin of Error,43
Oklahoma,South Carolina,Estimate,120
Oklahoma,South Carolina,Margin of Error,75
Oklahoma,South Dakota,Estimate,35
Oklahoma,South Dakota,Margin of Error,34
Oklahoma,Tennessee,Estimate,385
Oklahoma,Tennessee,Margin of Error,162
Oklahoma,Texas,Estimate,"12,615"
Oklahoma,Texas,Margin of Error,836
Oklahoma,Utah,Estimate,105
Oklahoma,Utah,Margin of Error,51
Oklahoma,Virginia,Estimate,125
Oklahoma,Virginia,Margin of Error,67
Oklahoma,Washington,Estimate,130
Oklahoma,Washington,Margin of Error,67
Oklahoma,West Virginia,Estimate,110
Oklahoma,West Virginia,Margin of Error,53
Oklahoma,Wisconsin,Estimate,195
Oklahoma,Wisconsin,Margin of Error,88
Oklahoma,Wyoming,Estimate,175
Oklahoma,Wyoming,Margin of Error,89
Oklahoma,Puerto Rico,Estimate,15
Oklahoma,Puerto Rico,Margin of Error,31
Oregon,Alabama,Estimate,40
Oregon,Alabama,Margin of Error,47
Oregon,Alaska,Estimate,560
Oregon,Alaska,Margin of Error,187
Oregon,Arizona,Estimate,420
Oregon,Arizona,Margin of Error,132
Oregon,California,Estimate,"5,325"
Oregon,California,Margin of Error,483
Oregon,Colorado,Estimate,195
Oregon,Colorado,Margin of Error,109
Oregon,Connecticut,Estimate,30
Oregon,Connecticut,Margin of Error,26
Oregon,District of Columbia,Estimate,115
Oregon,District of Columbia,Margin of Error,56
Oregon,Florida,Estimate,175
Oregon,Florida,Margin of Error,78
Oregon,Georgia,Estimate,150
Oregon,Georgia,Margin of Error,119
Oregon,Hawaii,Estimate,120
Oregon,Hawaii,Margin of Error,73
Oregon,Idaho,Estimate,"2,390"
Oregon,Idaho,Margin of Error,314
Oregon,Illinois,Estimate,150
Oregon,Illinois,Margin of Error,87
Oregon,Indiana,Estimate,55
Oregon,Indiana,Margin of Error,51
Oregon,Iowa,Estimate,70
Oregon,Iowa,Margin of Error,57
Oregon,Kansas,Estimate,85
Oregon,Kansas,Margin of Error,70
Oregon,Kentucky,Estimate,15
Oregon,Kentucky,Margin of Error,19
Oregon,Louisiana,Estimate,65
Oregon,Louisiana,Margin of Error,40
Oregon,Maine,Estimate,25
Oregon,Maine,Margin of Error,35
Oregon,Maryland,Estimate,70
Oregon,Maryland,Margin of Error,45
Oregon,Massachusetts,Estimate,75
Oregon,Massachusetts,Margin of Error,57
Oregon,Michigan,Estimate,25
Oregon,Michigan,Margin of Error,27
Oregon,Minnesota,Estimate,80
Oregon,Minnesota,Margin of Error,59
Oregon,Mississippi,Estimate,35
Oregon,Mississippi,Margin of Error,29
Oregon,Missouri,Estimate,110
Oregon,Missouri,Margin of Error,66
Oregon,Montana,Estimate,200
Oregon,Montana,Margin of Error,98
Oregon,Nebraska,Estimate,10
Oregon,Nebraska,Margin of Error,15
Oregon,Nevada,Estimate,375
Oregon,Nevada,Margin of Error,140
Oregon,New Hampshire,Estimate,35
Oregon,New Hampshire,Margin of Error,31
Oregon,New Jersey,Estimate,55
Oregon,New Jersey,Margin of Error,42
Oregon,New Mexico,Estimate,80
Oregon,New Mexico,Margin of Error,55
Oregon,New York,Estimate,110
Oregon,New York,Margin of Error,50
Oregon,North Carolina,Estimate,70
Oregon,North Carolina,Margin of Error,53
Oregon,North Dakota,Estimate,85
Oregon,North Dakota,Margin of Error,77
Oregon,Ohio,Estimate,165
Oregon,Ohio,Margin of Error,76
Oregon,Oklahoma,Estimate,130
Oregon,Oklahoma,Margin of Error,63
Oregon,Oregon,Estimate,"1,682,575"
Oregon,Oregon,Margin of Error,"5,884"
Oregon,Pennsylvania,Estimate,130
Oregon,Pennsylvania,Margin of Error,84
Oregon,Rhode Island,Estimate,15
Oregon,Rhode Island,Margin of Error,26
Oregon,South Carolina,Estimate,75
Oregon,South Carolina,Margin of Error,44
Oregon,South Dakota,Estimate,20
Oregon,South Dakota,Margin of Error,31
Oregon,Tennessee,Estimate,55
Oregon,Tennessee,Margin of Error,43
Oregon,Texas,Estimate,435
Oregon,Texas,Margin of Error,147
Oregon,Utah,Estimate,400
Oregon,Utah,Margin of Error,135
Oregon,Virginia,Estimate,45
Oregon,Virginia,Margin of Error,36
Oregon,Washington,Estimate,"23,955"
Oregon,Washington,Margin of Error,"1,040"
Oregon,Wisconsin,Estimate,75
Oregon,Wisconsin,Margin of Error,53
Oregon,Wyoming,Estimate,60
Oregon,Wyoming,Margin of Error,75
Pennsylvania,Alabama,Estimate,280
Pennsylvania,Alabama,Margin of Error,125
Pennsylvania,Alaska,Estimate,55
Pennsylvania,Alaska,Margin of Error,38
Pennsylvania,Arizona,Estimate,400
Pennsylvania,Arizona,Margin of Error,137
Pennsylvania,Arkansas,Estimate,300
Pennsylvania,Arkansas,Margin of Error,132
Pennsylvania,California,Estimate,"1,685"
Pennsylvania,California,Margin of Error,295
Pennsylvania,Colorado,Estimate,405
Pennsylvania,Colorado,Margin of Error,138
Pennsylvania,Connecticut,Estimate,"1,375"
Pennsylvania,Connecticut,Margin of Error,273
Pennsylvania,Delaware,Estimate,"31,035"
Pennsylvania,Delaware,Margin of Error,"1,221"
Pennsylvania,District of Columbia,Estimate,"2,275"
Pennsylvania,District of Columbia,Margin of Error,254
Pennsylvania,Florida,Estimate,"1,470"
Pennsylvania,Florida,Margin of Error,197
Pennsylvania,Georgia,Estimate,"1,085"
Pennsylvania,Georgia,Margin of Error,229
Pennsylvania,Hawaii,Estimate,115
Pennsylvania,Hawaii,Margin of Error,68
Pennsylvania,Idaho,Estimate,35
Pennsylvania,Idaho,Margin of Error,37
Pennsylvania,Illinois,Estimate,"1,465"
Pennsylvania,Illinois,Margin of Error,235
Pennsylvania,Indiana,Estimate,780
Pennsylvania,Indiana,Margin of Error,180
Pennsylvania,Iowa,Estimate,335
Pennsylvania,Iowa,Margin of Error,130
Pennsylvania,Kansas,Estimate,140
Pennsylvania,Kansas,Margin of Error,62
Pennsylvania,Kentucky,Estimate,535
Pennsylvania,Kentucky,Margin of Error,160
Pennsylvania,Louisiana,Estimate,210
Pennsylvania,Louisiana,Margin of Error,85
Pennsylvania,Maine,Estimate,180
Pennsylvania,Maine,Margin of Error,80
Pennsylvania,Maryland,Estimate,"59,010"
Pennsylvania,Maryland,Margin of Error,"1,446"
Pennsylvania,Massachusetts,Estimate,"1,310"
Pennsylvania,Massachusetts,Margin of Error,222
Pennsylvania,Michigan,Estimate,820
Pennsylvania,Michigan,Margin of Error,175
Pennsylvania,Minnesota,Estimate,555
Pennsylvania,Minnesota,Margin of Error,172
Pennsylvania,Mississippi,Estimate,110
Pennsylvania,Mississippi,Margin of Error,85
Pennsylvania,Missouri,Estimate,360
Pennsylvania,Missouri,Margin of Error,141
Pennsylvania,Montana,Estimate,60
Pennsylvania,Montana,Margin of Error,43
Pennsylvania,Nebraska,Estimate,175
Pennsylvania,Nebraska,Margin of Error,85
Pennsylvania,Nevada,Estimate,180
Pennsylvania,Nevada,Margin of Error,94
Pennsylvania,New Hampshire,Estimate,140
Pennsylvania,New Hampshire,Margin of Error,61
Pennsylvania,New Jersey,Estimate,"128,970"
Pennsylvania,New Jersey,Margin of Error,"2,210"
Pennsylvania,New Mexico,Estimate,90
Pennsylvania,New Mexico,Margin of Error,88
Pennsylvania,New York,Estimate,"46,225"
Pennsylvania,New York,Margin of Error,"1,556"
Pennsylvania,North Carolina,Estimate,"1,335"
Pennsylvania,North Carolina,Margin of Error,265
Pennsylvania,North Dakota,Estimate,35
Pennsylvania,North Dakota,Margin of Error,27
Pennsylvania,Ohio,Estimate,"12,200"
Pennsylvania,Ohio,Margin of Error,690
Pennsylvania,Oklahoma,Estimate,185
Pennsylvania,Oklahoma,Margin of Error,79
